izquierda,centro,derecha,accion
96,47,1002,izq_fuerte
98,51,1002,izq_fuerte
99,51,1001,izq_fuerte
99,51,1001,izq_fuerte
96,47,1002,izq_fuerte
93,44,44,parar
93,1007,44,adelante
93,1007,44,adelante
93,44,44,parar
93,44,1001,izq_fuerte
93,44,1001,izq_fuerte
94,44,1001,izq_fuerte
94,45,1001,izq_fuerte
94,45,1001,izq_fuerte
94,44,1002,izq_fuerte
94,44,1002,izq_fuerte
94,44,1002,izq_fuerte
94,44,1001,izq_fuerte
94,44,1001,izq_fuerte
94,44,1001,izq_fuerte
94,44,1001,izq_fuerte
93,44,1001,izq_fuerte
93,44,1001,izq_fuerte
93,44,1001,izq_fuerte
93,1008,1002,izq
93,1008,1002,izq
93,1008,1002,izq
94,1010,48,adelante
93,1008,44,adelante
92,1007,44,adelante
92,1008,44,adelante
92,1008,44,adelante
92,1007,44,adelante
92,1008,45,adelante
92,1008,45,adelante
92,1007,45,adelante
92,1007,45,adelante
92,1008,45,adelante
91,1008,44,adelante
90,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
92,1008,45,adelante
92,1008,45,adelante
91,1007,45,adelante
92,1007,44,adelante
92,1007,44,adelante
91,1008,44,adelante
92,1007,45,adelante
92,1007,45,adelante
92,1008,45,adelante
91,1008,45,adelante
92,1008,44,adelante
91,1007,45,adelante
92,1008,45,adelante
91,1007,44,adelante
91,1007,45,adelante
92,1007,44,adelante
92,1007,45,adelante
92,1007,45,adelante
93,1008,45,adelante
92,45,45,parar
947,45,45,der_fuerte
947,45,45,der_fuerte
947,45,45,der_fuerte
947,45,45,der_fuerte
947,45,45,der_fuerte
947,44,45,der_fuerte
947,45,45,der_fuerte
947,45,45,der_fuerte
947,45,45,der_fuerte
947,45,45,der_fuerte
947,45,45,der_fuerte
947,45,45,der_fuerte
947,45,45,der_fuerte
947,45,44,der_fuerte
947,45,44,der_fuerte
947,45,45,der_fuerte
946,45,45,der_fuerte
946,45,45,der_fuerte
947,45,45,der_fuerte
946,45,45,der_fuerte
947,45,44,der_fuerte
947,45,45,der_fuerte
947,45,45,der_fuerte
946,45,45,der_fuerte
92,1007,45,adelante
91,1007,45,adelante
91,1008,44,adelante
92,1008,44,adelante
91,1008,45,adelante
92,1007,45,adelante
91,1007,44,adelante
92,1007,45,adelante
92,1007,45,adelante
92,1008,45,adelante
92,1007,45,adelante
92,1007,45,adelante
92,1007,45,adelante
948,1008,44,der
948,1008,45,der
949,45,45,der_fuerte
948,45,45,der_fuerte
948,45,45,der_fuerte
949,45,45,der_fuerte
948,45,45,der_fuerte
948,45,45,der_fuerte
949,45,45,der_fuerte
949,45,45,der_fuerte
948,45,45,der_fuerte
949,45,45,der_fuerte
949,45,45,der_fuerte
949,45,45,der_fuerte
949,45,45,der_fuerte
949,45,45,der_fuerte
949,45,45,der_fuerte
949,45,44,der_fuerte
949,45,45,der_fuerte
948,45,45,der_fuerte
948,45,45,der_fuerte
949,45,45,der_fuerte
949,1007,45,der
92,1007,44,adelante
92,1008,45,adelante
92,1007,44,adelante
92,1008,45,adelante
92,1007,45,adelante
93,1007,45,adelante
93,1007,45,adelante
93,1007,45,adelante
93,1008,45,adelante
949,1007,44,der
949,1008,44,der
949,1007,44,der
949,1008,44,der
949,1008,44,der
92,1008,44,adelante
93,1007,44,adelante
93,1007,44,adelante
93,1007,45,adelante
92,1007,45,adelante
93,1008,45,adelante
92,1007,45,adelante
93,45,45,parar
93,1008,45,adelante
93,1007,45,adelante
93,1008,45,adelante
92,1007,45,adelante
92,1008,45,adelante
93,1008,45,adelante
93,1007,45,adelante
92,1007,45,adelante
92,1007,45,adelante
92,1007,44,adelante
92,1007,45,adelante
92,1007,45,adelante
92,1007,45,adelante
92,1008,44,adelante
92,1007,44,adelante
92,1007,45,adelante
92,1008,45,adelante
92,1007,44,adelante
92,1007,45,adelante
92,1008,45,adelante
92,1007,45,adelante
92,1007,45,adelante
92,1007,45,adelante
92,1008,45,adelante
92,1007,45,adelante
92,1007,45,adelante
92,1008,45,adelante
92,1008,45,adelante
92,1008,45,adelante
92,1007,44,adelante
92,1007,45,adelante
92,1008,45,adelante
92,1007,45,adelante
92,1007,45,adelante
91,1007,45,adelante
91,1008,45,adelante
91,1007,45,adelante
92,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
90,1007,45,adelante
90,1007,45,adelante
91,1007,45,adelante
91,1007,45,adelante
90,1007,45,adelante
91,1008,45,adelante
91,1007,45,adelante
91,1007,45,adelante
91,1007,45,adelante
91,1008,45,adelante
91,1007,45,adelante
91,1008,45,adelante
91,1008,44,adelante
91,1008,45,adelante
91,1007,45,adelante
90,1007,45,adelante
91,1008,45,adelante
91,1007,45,adelante
91,1008,45,adelante
90,1007,45,adelante
90,1007,45,adelante
91,1007,44,adelante
91,1008,45,adelante
91,1007,44,adelante
91,44,1000,izq_fuerte
91,44,45,parar
91,45,45,parar
91,45,45,parar
91,45,45,parar
91,45,45,parar
91,45,44,parar
91,45,45,parar
91,45,45,parar
91,45,45,parar
90,45,45,parar
90,45,45,parar
90,45,45,parar
90,1008,44,adelante
90,1007,45,adelante
90,1007,44,adelante
90,1008,45,adelante
90,1008,45,adelante
90,1007,44,adelante
90,1008,45,adelante
90,1008,45,adelante
90,1008,45,adelante
90,1007,45,adelante
90,1008,45,adelante
90,1007,45,adelante
90,1007,45,adelante
90,1007,45,adelante
90,1008,45,adelante
89,1007,45,adelante
90,1007,45,adelante
89,1008,45,adelante
88,1007,45,adelante
88,1008,44,adelante
89,1007,44,adelante
88,1008,44,adelante
89,1007,43,adelante
89,1008,43,adelante
89,1007,44,adelante
89,1008,45,adelante
91,45,44,parar
953,45,44,der_fuerte
953,45,44,der_fuerte
953,45,44,der_fuerte
90,45,44,parar
91,45,44,parar
90,1007,45,adelante
90,1007,45,adelante
90,1007,44,adelante
90,1007,44,adelante
90,1007,44,adelante
90,1008,45,adelante
91,1008,44,adelante
90,1007,45,adelante
91,1007,45,adelante
90,1007,45,adelante
90,1007,45,adelante
90,1007,45,adelante
91,1007,45,adelante
90,1007,45,adelante
90,1007,44,adelante
90,1007,45,adelante
90,1007,45,adelante
90,1007,44,adelante
90,1007,44,adelante
89,1007,44,adelante
90,1007,44,adelante
90,1007,44,adelante
90,1007,44,adelante
91,1007,45,adelante
91,1007,44,adelante
90,1008,44,adelante
91,1007,45,adelante
91,1007,44,adelante
91,1007,45,adelante
90,1008,45,adelante
91,1007,44,adelante
91,1008,44,adelante
91,1007,45,adelante
91,1007,44,adelante
90,1007,44,adelante
91,1007,45,adelante
91,1007,44,adelante
91,1007,45,adelante
90,1008,44,adelante
91,1007,44,adelante
90,1007,44,adelante
89,1007,45,adelante
90,1007,44,adelante
90,1007,44,adelante
89,1008,44,adelante
89,1007,43,adelante
90,1007,43,adelante
90,1007,44,adelante
91,1008,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1008,44,adelante
91,1007,44,adelante
91,1008,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,45,adelante
91,1007,45,adelante
91,1008,45,adelante
91,1007,44,adelante
91,1007,45,adelante
91,1007,44,adelante
91,1007,45,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1008,44,adelante
91,1008,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,45,adelante
91,1007,44,adelante
92,1008,45,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1008,44,adelante
92,1007,44,adelante
91,1007,44,adelante
92,1007,45,adelante
92,1007,44,adelante
92,1007,44,adelante
91,1007,45,adelante
92,1008,44,adelante
90,1007,44,adelante
91,1007,44,adelante
90,1007,44,adelante
91,1007,44,adelante
90,1007,44,adelante
91,1008,44,adelante
91,1008,44,adelante
91,1008,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1008,44,adelante
91,1007,44,adelante
91,1008,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
91,1007,44,adelante
92,1007,44,adelante
93,1007,44,adelante
92,1007,44,adelante
105,1007,45,adelante
103,1008,44,adelante
103,1007,44,adelante
100,1007,45,adelante
100,1007,44,adelante
100,1007,44,adelante
100,1007,45,adelante
100,1007,45,adelante
100,1007,44,adelante
100,1007,45,adelante
100,1007,45,adelante
100,1007,45,adelante
100,1008,44,adelante
100,1007,44,adelante
100,1008,44,adelante
100,1008,45,adelante
99,1007,44,adelante
100,1007,45,adelante
100,1008,45,adelante
100,1007,45,adelante
99,1007,44,adelante
99,1007,44,adelante
99,1007,44,adelante
99,1007,45,adelante
99,1007,45,adelante
99,1008,45,adelante
99,1008,44,adelante
98,1007,45,adelante
98,1008,44,adelante
97,1008,45,adelante
96,1008,45,adelante
96,1007,45,adelante
96,1007,45,adelante
96,1007,45,adelante
95,1007,45,adelante
96,1008,45,adelante
95,1007,45,adelante
95,1007,45,adelante
95,1007,45,adelante
94,1007,44,adelante
94,1007,45,adelante
94,1008,44,adelante
94,1007,44,adelante
94,1007,44,adelante
94,1007,44,adelante
94,1007,44,adelante
95,1007,44,adelante
95,1007,44,adelante
94,1007,44,adelante
95,1007,45,adelante
95,1007,44,adelante
95,1007,45,adelante
95,1008,45,adelante
95,1007,45,adelante
95,1008,45,adelante
95,45,45,parar
94,44,1000,izq_fuerte
95,45,1000,izq_fuerte
95,45,1000,izq_fuerte
95,45,1001,izq_fuerte
95,45,45,parar
95,1008,44,adelante
94,1007,45,adelante
94,1007,45,adelante
95,1008,45,adelante
94,1008,45,adelante
94,1008,44,adelante
94,1008,45,adelante
94,1008,44,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
95,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1008,44,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1008,44,adelante
94,1008,45,adelante
94,1007,44,adelante
94,1007,45,adelante
94,1008,44,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1007,44,adelante
95,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,45,45,parar
94,45,45,parar
94,45,1000,izq_fuerte
94,45,1000,izq_fuerte
94,45,1000,izq_fuerte
94,44,1000,izq_fuerte
94,44,1000,izq_fuerte
94,44,1001,izq_fuerte
94,45,45,parar
94,44,45,parar
94,45,45,parar
94,45,44,parar
94,45,45,parar
94,45,45,parar
94,45,45,parar
94,45,45,parar
94,45,45,parar
94,45,44,parar
94,45,44,parar
94,45,45,parar
94,45,45,parar
94,45,1000,izq_fuerte
94,44,1000,izq_fuerte
94,45,1000,izq_fuerte
94,45,1000,izq_fuerte
94,45,44,parar
94,44,45,parar
94,45,45,parar
94,1006,44,adelante
93,1006,45,adelante
93,1005,45,adelante
94,1006,45,adelante
93,1003,44,adelante
94,1004,44,adelante
96,1004,45,adelante
96,1004,45,adelante
97,1005,44,adelante
97,1006,45,adelante
99,1006,44,adelante
99,1007,45,adelante
99,1006,45,adelante
99,1007,45,adelante
100,1007,45,adelante
100,1007,45,adelante
100,1007,46,adelante
101,1007,46,adelante
101,1007,47,adelante
100,1007,46,adelante
100,1007,46,adelante
99,1007,45,adelante
99,1007,45,adelante
98,1007,45,adelante
96,1007,44,adelante
93,1007,45,adelante
93,1007,45,adelante
954,1007,45,der
954,1008,45,der
953,45,44,der_fuerte
954,45,45,der_fuerte
953,45,45,der_fuerte
954,1008,45,der
954,1007,45,der
954,1007,45,der
954,1008,45,der
953,45,44,der_fuerte
953,45,45,der_fuerte
954,1008,45,der
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,45,adelante
94,1008,45,adelante
94,1007,44,adelante
94,1007,44,adelante
94,1007,44,adelante
94,1007,45,adelante
94,1007,45,adelante
94,1007,45,adelante
93,1007,45,adelante
93,1007,45,adelante
93,1007,45,adelante
93,1007,45,adelante
93,1008,44,adelante
93,1007,44,adelante
94,1008,44,adelante
93,1008,45,adelante
94,1007,45,adelante
93,1007,44,adelante
93,1007,45,adelante
94,1008,44,adelante
94,1007,45,adelante
93,1008,44,adelante
93,1007,45,adelante
81,1008,44,adelante
81,1007,45,adelante
81,1007,44,adelante
81,1007,45,adelante
80,1007,45,adelante
81,1008,44,adelante
81,1007,45,adelante
81,1008,44,adelante
81,1007,45,adelante
81,1007,45,adelante
81,1007,45,adelante
81,1006,45,adelante
81,1007,45,adelante
81,1007,45,adelante
79,1007,45,adelante
79,1007,44,adelante
79,1007,45,adelante
78,1007,45,adelante
78,1007,45,adelante
78,1007,45,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1008,45,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1008,45,adelante
79,1007,45,adelante
79,1007,45,adelante
80,1007,45,adelante
79,1007,45,adelante
80,1008,45,adelante
79,1007,45,adelante
80,1007,45,adelante
79,1006,45,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1007,44,adelante
79,1007,45,adelante
79,1007,44,adelante
79,1007,44,adelante
79,1007,44,adelante
79,1007,45,adelante
80,1008,44,adelante
79,1007,45,adelante
79,1008,45,adelante
79,1007,45,adelante
79,1007,44,adelante
79,1007,45,adelante
80,1007,45,adelante
80,1007,45,adelante
79,1007,45,adelante
79,1007,45,adelante
80,1007,45,adelante
80,1008,45,adelante
80,1008,45,adelante
79,1007,45,adelante
79,1007,45,adelante
80,1008,44,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1007,44,adelante
79,1007,44,adelante
79,1007,44,adelante
80,1008,45,adelante
80,1008,44,adelante
79,1007,45,adelante
79,1007,45,adelante
80,1007,45,adelante
80,1007,45,adelante
80,1007,45,adelante
80,1008,45,adelante
80,1007,45,adelante
80,1007,45,adelante
79,1008,45,adelante
80,1008,45,adelante
80,1008,45,adelante
80,1007,45,adelante
80,1007,45,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1007,45,adelante
80,1007,45,adelante
79,1007,45,adelante
80,1007,45,adelante
80,1008,45,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1007,45,adelante
79,1008,45,adelante
79,1007,45,adelante
80,1008,45,adelante
80,1007,45,adelante
80,1007,45,adelante
79,1007,45,adelante
80,1007,45,adelante
80,1008,45,adelante
80,1007,45,adelante
80,1007,45,adelante
79,1008,45,adelante
79,1007,45,adelante
80,1007,45,adelante
79,1007,45,adelante
80,1008,45,adelante
81,1007,45,adelante
81,1007,45,adelante
81,1008,45,adelante
81,1008,45,adelante
81,1007,45,adelante
80,1008,45,adelante
81,1007,45,adelante
81,1007,44,adelante
81,1008,45,adelante
81,1008,45,adelante
81,1007,45,adelante
81,1007,45,adelante
81,1007,45,adelante
81,1007,45,adelante
81,1008,45,adelante
81,1007,45,adelante
81,1007,45,adelante
81,45,45,parar
81,45,45,parar
81,45,44,parar
82,45,45,parar
81,45,45,parar
81,45,45,parar
82,45,45,parar
82,45,45,parar
81,45,45,parar
81,1007,45,adelante
81,1008,45,adelante
81,1008,45,adelante
81,1007,45,adelante
81,1008,45,adelante
81,1008,45,adelante
81,1007,45,adelante
81,1007,45,adelante
82,1007,45,adelante
81,1007,44,adelante
81,1008,45,adelante
80,1007,45,adelante
80,1007,45,adelante
80,1007,44,adelante
80,1007,45,adelante
80,1007,44,adelante
80,1007,45,adelante
80,1007,45,adelante
80,1007,45,adelante
80,1007,45,adelante
80,1007,45,adelante
80,1007,44,adelante
80,1007,44,adelante
81,1007,45,adelante
81,1007,45,adelante
81,1008,45,adelante
80,1007,46,adelante
80,1007,45,adelante
80,46,45,parar
80,1007,44,adelante
80,1007,45,adelante
80,1008,44,adelante
80,1008,45,adelante
80,1007,45,adelante
80,1007,45,adelante
99,44,1002,izq_fuerte
98,45,1002,izq_fuerte
98,44,1002,izq_fuerte
103,45,44,parar
99,44,1002,izq_fuerte
98,45,1002,izq_fuerte
98,44,1002,izq_fuerte
103,45,1002,izq_fuerte
96,45,44,parar
100,44,1001,izq_fuerte
100,45,1001,izq_fuerte
103,44,1002,izq_fuerte
97,44,1002,izq_fuerte
96,44,1001,izq_fuerte
95,45,1002,izq_fuerte
95,44,1002,izq_fuerte
95,44,1002,izq_fuerte
95,45,1002,izq_fuerte
95,44,1001,izq_fuerte
95,44,1002,izq_fuerte
95,44,1002,izq_fuerte
95,45,44,parar
92,45,1002,izq_fuerte
93,44,433,izq_fuerte
92,44,1002,izq_fuerte
91,45,44,parar
91,45,45,parar
92,44,45,parar
88,45,44,parar
86,46,100,parar
95,44,1001,izq_fuerte
94,44,1002,izq_fuerte
95,44,1002,izq_fuerte
105,1006,346,adelante
105,1008,44,adelante
103,1007,45,adelante
92,1007,44,adelante
93,1007,44,adelante
93,1007,45,adelante
75,44,1002,izq_fuerte
73,45,1001,izq_fuerte
65,44,1001,izq_fuerte
61,45,1001,izq_fuerte
60,45,1002,izq_fuerte
63,44,1002,izq_fuerte
72,45,1002,izq_fuerte
125,44,1001,izq_fuerte
120,1008,1002,izq
94,1008,1002,izq
77,1008,1002,izq
72,1008,1002,izq
72,1007,1002,izq
72,45,1001,izq_fuerte
71,44,1001,izq_fuerte
67,44,1002,izq_fuerte
121,1008,1002,izq
121,1008,1002,izq
121,1008,1002,izq
122,1008,1002,izq
125,1008,1002,izq
115,1008,1002,izq
116,1008,1002,izq
117,1008,1002,izq
117,1008,45,adelante
119,1008,1002,izq
123,44,1002,izq_fuerte
119,44,1002,izq_fuerte
115,44,1001,izq_fuerte
107,45,1002,izq_fuerte
109,44,1002,izq_fuerte
108,1008,1003,izq
107,1008,1003,izq
108,1007,1002,izq
109,1008,1002,izq
108,1008,1002,izq
108,44,1001,izq_fuerte
109,44,45,parar
109,1008,44,adelante
110,1007,45,adelante
109,1008,44,adelante
110,1008,44,adelante
111,1008,45,adelante
111,1007,45,adelante
954,1007,1003,adelante
954,1008,1002,adelante
953,1008,45,der
953,1007,44,der
100,1008,45,adelante
953,1008,44,der
99,1007,44,adelante
953,1008,44,der
953,1008,44,der
953,1007,44,der
953,1008,44,der
948,1008,44,der
948,1008,44,der
948,45,44,der_fuerte
108,44,45,parar
110,44,44,parar
108,44,45,parar
104,45,44,parar
107,44,45,parar
106,45,44,parar
99,44,45,parar
97,45,44,parar
98,45,45,parar
100,45,45,parar
103,44,45,parar
107,45,44,parar
108,44,45,parar
111,45,44,parar
108,45,45,parar
107,45,45,parar
104,45,44,parar
950,45,44,der_fuerte
950,44,45,der_fuerte
952,44,44,der_fuerte
952,45,44,der_fuerte
952,45,44,der_fuerte
951,44,45,der_fuerte
116,1008,44,adelante
119,1008,44,adelante
116,1007,44,adelante
116,1007,44,adelante
120,1008,45,adelante
122,1007,44,adelante
106,1007,44,adelante
91,1007,45,adelante
94,1007,44,adelante
91,1007,45,adelante
89,1007,44,adelante
89,1007,45,adelante
85,1008,44,adelante
84,1007,44,adelante
87,1008,44,adelante
89,1008,45,adelante
87,1007,45,adelante
87,1008,44,adelante
89,1008,45,adelante
89,1008,44,adelante
90,1007,44,adelante
92,1007,44,adelante
96,1007,44,adelante
104,1007,44,adelante
95,1007,44,adelante
87,1007,44,adelante
92,1007,44,adelante
96,1007,45,adelante
98,1008,44,adelante
105,1007,44,adelante
106,1007,45,adelante
106,1008,44,adelante
103,1007,45,adelante
102,1007,44,adelante
99,1007,44,adelante
100,1007,44,adelante
98,1007,44,adelante
103,1007,44,adelante
88,1007,45,adelante
94,1007,44,adelante
90,1007,44,adelante
91,1007,45,adelante
88,1008,44,adelante
87,1008,44,adelante
91,1007,44,adelante
102,1008,45,adelante
95,1008,44,adelante
94,1007,44,adelante
94,1008,44,adelante
93,1007,44,adelante
94,1007,44,adelante
96,1007,45,adelante
94,1007,44,adelante
91,1007,44,adelante
94,1008,44,adelante
95,1007,45,adelante
96,1007,44,adelante
96,1007,45,adelante
97,1007,45,adelante
96,1008,44,adelante
97,1007,45,adelante
99,1008,44,adelante
98,1008,44,adelante
95,1007,44,adelante
95,1007,44,adelante
96,1008,44,adelante
94,1008,44,adelante
91,1007,44,adelante
92,1007,44,adelante
91,1007,44,adelante
95,1007,44,adelante
93,1007,44,adelante
89,1007,44,adelante
87,1007,44,adelante
88,1007,44,adelante
93,1008,45,adelante
88,1008,44,adelante
87,1007,45,adelante
87,1007,45,adelante
93,1007,45,adelante
93,1008,44,adelante
95,1007,44,adelante
124,1007,44,adelante
111,1008,44,adelante
105,1007,44,adelante
103,1008,44,adelante
97,1007,44,adelante
83,1007,45,adelante
82,1007,45,adelante
82,1007,45,adelante
80,1007,45,adelante
93,1007,45,adelante
88,1007,45,adelante
91,1008,44,adelante
102,1007,44,adelante
96,1007,44,adelante
95,1007,44,adelante
95,1007,44,adelante
94,1008,44,adelante
93,1007,44,adelante
94,1008,44,adelante
95,1007,44,adelante
96,1008,45,adelante
94,1008,44,adelante
96,1008,44,adelante
94,1007,44,adelante
94,1007,45,adelante
94,1008,44,adelante
92,1008,45,adelante
95,1008,44,adelante
87,1008,45,adelante
99,1007,44,adelante
96,1008,45,adelante
97,1007,44,adelante
99,1007,45,adelante
102,1007,44,adelante
109,1008,44,adelante
108,1007,44,adelante
108,1007,44,adelante
108,1007,44,adelante
109,1007,45,adelante
108,1007,44,adelante
104,1007,44,adelante
102,1007,44,adelante
102,141,45,parar
84,44,45,parar
85,44,44,parar
92,44,44,parar
91,45,44,parar
87,44,44,parar
83,45,44,parar
93,45,44,parar
94,44,44,parar
89,44,45,parar
88,44,44,parar
82,45,1002,izq_fuerte
96,45,1002,izq_fuerte
91,45,1002,izq_fuerte
91,45,1002,izq_fuerte
90,44,1002,izq_fuerte
94,45,1002,izq_fuerte
93,44,1002,izq_fuerte
89,44,1002,izq_fuerte
88,44,44,parar
87,44,1001,izq_fuerte
85,44,1002,izq_fuerte
84,44,1001,izq_fuerte
84,44,1002,izq_fuerte
84,44,1002,izq_fuerte
84,44,1002,izq_fuerte
83,44,1002,izq_fuerte
83,44,1001,izq_fuerte
83,44,1001,izq_fuerte
83,44,1002,izq_fuerte
83,45,45,parar
83,44,44,parar
83,44,44,parar
86,44,44,parar
86,44,44,parar
85,44,44,parar
85,44,44,parar
84,45,44,parar
90,44,44,parar
92,44,44,parar
94,44,44,parar
94,44,44,parar
100,44,44,parar
107,44,44,parar
107,44,44,parar
108,44,44,parar
99,44,44,parar
97,44,1001,izq_fuerte
106,44,44,parar
104,44,44,parar
106,44,44,parar
103,44,44,parar
102,44,44,parar
101,44,44,parar
100,44,44,parar
101,44,44,parar
99,44,44,parar
100,44,44,parar
100,44,44,parar
101,44,44,parar
103,44,44,parar
103,44,44,parar
104,44,44,parar
104,44,44,parar
99,44,44,parar
99,44,44,parar
100,44,44,parar
97,44,44,parar
86,44,44,parar
124,44,44,parar
125,44,44,parar
128,44,44,parar
123,44,44,parar
117,44,44,parar
103,44,45,parar
105,1008,44,adelante
87,1007,43,adelante
94,1007,44,adelante
98,1007,44,adelante
98,1007,43,adelante
96,1008,44,adelante
88,1007,44,adelante
87,1008,44,adelante
88,1007,44,adelante
101,1007,44,adelante
144,1008,44,adelante
135,1008,44,adelante
136,1007,44,adelante
137,1007,44,adelante
132,1008,44,adelante
132,1008,44,adelante
126,1008,44,adelante
106,1008,44,adelante
132,1008,44,adelante
88,1007,44,adelante
88,1007,44,adelante
88,1007,44,adelante
99,1008,44,adelante
102,1007,44,adelante
102,1008,44,adelante
81,1008,44,adelante
81,1008,44,adelante
82,1007,44,adelante
75,1008,44,adelante
74,1007,45,adelante
74,1007,45,adelante
83,1008,44,adelante
83,1007,45,adelante
82,1007,44,adelante
77,1007,44,adelante
75,1008,44,adelante
93,1008,44,adelante
84,1007,44,adelante
52,1007,44,adelante
77,1007,44,adelante
77,1007,44,adelante
67,1008,44,adelante
44,1007,44,adelante
43,1008,44,adelante
43,1007,44,adelante
45,1007,44,adelante
48,1007,44,adelante
82,1007,44,adelante
98,1007,44,adelante
960,44,44,der_fuerte
960,44,44,der_fuerte
960,45,44,der_fuerte
960,44,44,der_fuerte
961,44,44,der_fuerte
961,44,44,der_fuerte
961,44,44,der_fuerte
961,44,44,der_fuerte
963,44,44,der_fuerte
964,44,44,der_fuerte
965,44,44,der_fuerte
965,44,44,der_fuerte
966,44,44,der_fuerte
966,44,44,der_fuerte
965,44,44,der_fuerte
965,44,44,der_fuerte
966,44,44,der_fuerte
966,44,44,der_fuerte
966,44,44,der_fuerte
966,44,44,der_fuerte
103,45,44,parar
102,1007,44,adelante
104,1007,44,adelante
102,1007,44,adelante
97,1007,44,adelante
97,1007,44,adelante
101,1007,44,adelante
101,1007,44,adelante
102,1007,44,adelante
102,1007,44,adelante
102,1008,44,adelante
102,1007,44,adelante
102,1008,44,adelante
102,1007,44,adelante
102,1007,44,adelante
102,1007,44,adelante
102,1007,44,adelante
102,1007,44,adelante
102,1007,44,adelante
102,1008,44,adelante
102,1007,44,adelante
102,1007,44,adelante
101,1008,44,adelante
101,1007,44,adelante
101,1008,44,adelante
101,1007,44,adelante
100,1008,44,adelante
100,1007,44,adelante
100,1008,44,adelante
100,1007,44,adelante
100,1007,44,adelante
100,1008,44,adelante
99,1008,44,adelante
98,1007,44,adelante
100,1007,44,adelante
96,1007,44,adelante
99,1007,44,adelante
101,1008,44,adelante
966,1008,43,der
966,1008,44,der
967,1008,44,der
965,44,44,der_fuerte
966,44,44,der_fuerte
967,1008,44,der
966,1008,44,der
966,1008,44,der
967,44,43,der_fuerte
967,44,44,der_fuerte
967,1008,44,der
967,1008,43,der
966,1008,44,der
96,1007,44,adelante
99,1007,44,adelante
86,1007,45,adelante
84,1007,44,adelante
83,1008,44,adelante
82,999,43,adelante
81,1001,44,adelante
84,1003,44,adelante
84,1002,44,adelante
83,999,44,adelante
71,1007,44,adelante
76,1006,46,adelante
75,1007,48,adelante
72,1007,44,adelante
71,1008,44,adelante
70,1008,44,adelante
69,1008,45,adelante
70,1007,44,adelante
69,1007,44,adelante
70,1008,44,adelante
70,1007,44,adelante
66,1007,44,adelante
64,1007,44,adelante
63,1007,44,adelante
62,1008,44,adelante
62,1007,44,adelante
61,1007,44,adelante
61,1007,44,adelante
61,1007,44,adelante
61,1007,44,adelante
61,1008,44,adelante
61,1007,44,adelante
61,1007,44,adelante
60,1007,44,adelante
61,1008,44,adelante
60,1007,44,adelante
60,1007,44,adelante
60,1007,44,adelante
63,45,44,parar
959,44,44,der_fuerte
960,44,44,der_fuerte
960,44,44,der_fuerte
959,44,44,der_fuerte
959,45,44,der_fuerte
960,44,44,der_fuerte
960,44,44,der_fuerte
63,44,44,parar
63,44,44,parar
63,1008,44,adelante
63,1007,44,adelante
63,1007,44,adelante
65,1007,47,adelante
64,1006,45,adelante
66,1007,45,adelante
67,1007,45,adelante
