izquierda,centro,derecha,accion
67,1007,45,adelante
66,1007,45,adelante
66,1006,45,adelante
66,1006,45,adelante
66,1007,44,adelante
66,1006,44,adelante
66,1006,44,adelante
66,1007,45,adelante
66,1007,45,adelante
66,1007,45,adelante
66,1006,44,adelante
66,1004,45,adelante
65,1008,45,adelante
65,1008,45,adelante
71,1008,45,adelante
65,1008,44,adelante
65,1008,45,adelante
65,1008,45,adelante
71,1008,45,adelante
71,1008,44,adelante
70,1008,45,adelante
71,1008,44,adelante
71,1008,45,adelante
70,1008,44,adelante
71,1008,45,adelante
70,1008,45,adelante
70,1008,45,adelante
71,1008,45,adelante
71,1008,45,adelante
70,1008,45,adelante
71,1008,45,adelante
70,1008,44,adelante
70,1008,45,adelante
70,1008,45,adelante
71,1008,45,adelante
70,1008,44,adelante
70,1008,45,adelante
70,1008,45,adelante
70,1008,45,adelante
71,1008,45,adelante
71,1008,1003,izq
71,45,1002,izq_fuerte
71,45,1002,izq_fuerte
71,45,1002,izq_fuerte
71,45,1002,izq_fuerte
71,44,1002,izq_fuerte
70,45,1003,izq_fuerte
71,44,1002,izq_fuerte
70,45,1003,izq_fuerte
70,45,1003,izq_fuerte
70,44,45,parar
71,45,1003,izq_fuerte
71,44,1002,izq_fuerte
70,45,44,parar
71,45,45,parar
71,45,45,parar
70,45,45,parar
71,44,1002,izq_fuerte
70,45,1002,izq_fuerte
71,44,1002,izq_fuerte
71,45,1002,izq_fuerte
71,45,1002,izq_fuerte
71,45,1003,izq_fuerte
70,1008,1003,izq
70,1008,45,adelante
70,1008,44,adelante
70,1008,45,adelante
70,1008,45,adelante
70,1008,45,adelante
70,1008,44,adelante
70,1008,45,adelante
70,1008,45,adelante
70,1008,45,adelante
70,1008,45,adelante
70,1008,45,adelante
70,1008,44,adelante
958,1008,44,der
958,1009,44,der
958,1008,44,der
958,1009,44,der
958,1009,44,der
958,1008,44,der
958,1009,44,der
959,1008,44,der
959,1008,44,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
959,1009,44,der
958,1008,45,der
958,1008,44,der
959,1008,44,der
958,1009,45,der
958,1008,44,der
958,1008,45,der
958,1008,44,der
959,1008,45,der
959,1008,44,der
959,1009,44,der
958,1008,45,der
958,1008,45,der
958,1009,45,der
958,1008,45,der
959,1008,44,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
959,1009,45,der
959,1008,44,der
958,1008,44,der
958,1008,45,der
73,1008,44,adelante
958,1008,45,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
958,1008,44,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
958,1009,45,der
958,1008,44,der
958,1008,44,der
958,1008,44,der
958,1008,44,der
958,1008,44,der
958,1008,44,der
958,1008,44,der
958,1008,44,der
958,1008,44,der
958,1009,44,der
958,1008,44,der
958,1009,44,der
958,1009,44,der
958,1008,44,der
958,1009,43,der
958,1009,44,der
958,1008,44,der
958,1008,44,der
958,1009,44,der
958,1008,44,der
958,1008,44,der
958,1008,45,der
959,1009,45,der
958,1009,44,der
958,1008,45,der
958,1008,44,der
958,1008,45,der
958,1008,45,der
959,1008,44,der
958,1008,44,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
958,1008,44,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
958,1008,44,der
958,1008,44,der
958,1008,45,der
958,1008,44,der
958,1008,45,der
958,1008,45,der
958,1008,44,der
958,1008,45,der
958,1009,45,der
958,1008,45,der
958,1008,45,der
958,1008,45,der
62,1008,45,adelante
62,1008,44,adelante
59,1008,45,adelante
60,1008,44,adelante
60,1008,44,adelante
60,1008,44,adelante
60,1008,44,adelante
59,1008,44,adelante
60,1008,44,adelante
60,1008,44,adelante
60,1008,45,adelante
60,1008,45,adelante
60,1008,44,adelante
60,1007,45,adelante
60,1008,44,adelante
60,1007,45,adelante
60,1008,45,adelante
60,1008,45,adelante
60,1008,45,adelante
61,1008,45,adelante
62,1008,45,adelante
62,1008,45,adelante
62,1007,45,adelante
61,1008,45,adelante
62,1008,45,adelante
63,1008,45,adelante
78,45,45,parar
76,45,45,parar
76,45,1002,izq_fuerte
75,45,1002,izq_fuerte
66,44,1002,izq_fuerte
62,45,1002,izq_fuerte
60,45,45,parar
60,45,45,parar
60,45,45,parar
60,45,45,parar
59,1007,45,adelante
60,1008,45,adelante
60,1007,45,adelante
60,1008,45,adelante
59,1008,45,adelante
59,1008,45,adelante
59,1008,45,adelante
59,1008,45,adelante
59,1008,45,adelante
58,1008,44,adelante
59,1008,45,adelante
59,1007,44,adelante
59,1008,45,adelante
58,1008,44,adelante
61,1008,44,adelante
61,1008,44,adelante
59,1008,44,adelante
59,1008,44,adelante
59,1008,45,adelante
59,1008,45,adelante
61,1007,44,adelante
61,1008,45,adelante
58,1006,45,adelante
58,1006,45,adelante
58,1006,45,adelante
58,1007,45,adelante
58,1006,44,adelante
58,1007,45,adelante
59,1007,45,adelante
59,1008,45,adelante
60,1008,45,adelante
60,1007,45,adelante
60,1008,45,adelante
60,1008,45,adelante
60,1008,44,adelante
61,1007,44,adelante
60,1007,45,adelante
60,1007,44,adelante
60,1008,44,adelante
60,1008,43,adelante
61,1007,44,adelante
61,1007,44,adelante
61,45,45,parar
65,1008,45,adelante
64,1008,45,adelante
64,154,45,parar
63,45,45,parar
65,1008,45,adelante
64,1008,45,adelante
64,1007,45,adelante
66,1008,45,adelante
66,1008,44,adelante
67,1008,45,adelante
67,1007,45,adelante
64,1007,45,adelante
63,1008,45,adelante
61,1007,45,adelante
62,1007,44,adelante
62,1008,44,adelante
62,1007,44,adelante
62,1008,44,adelante
63,1007,44,adelante
63,1008,44,adelante
62,1007,45,adelante
62,1008,44,adelante
62,1008,45,adelante
63,1007,45,adelante
62,1008,45,adelante
62,1007,45,adelante
62,1007,45,adelante
62,1007,45,adelante
62,1007,45,adelante
63,1008,45,adelante
62,1008,45,adelante
61,1008,45,adelante
62,1008,45,adelante
63,1007,45,adelante
64,1008,45,adelante
64,1008,44,adelante
64,1007,45,adelante
63,1007,44,adelante
63,1006,45,adelante
62,1007,44,adelante
62,1007,43,adelante
63,1007,43,adelante
62,1007,44,adelante
63,1007,44,adelante
63,1007,44,adelante
63,1008,44,adelante
62,1007,44,adelante
62,1007,45,adelante
62,1008,45,adelante
61,1007,45,adelante
61,1006,44,adelante
61,1006,45,adelante
61,1007,45,adelante
62,1006,45,adelante
62,1007,45,adelante
62,1007,45,adelante
62,1007,45,adelante
62,1007,44,adelante
62,1007,45,adelante
61,1007,45,adelante
63,1007,45,adelante
64,1007,45,adelante
73,1007,45,adelante
71,1007,45,adelante
70,1007,45,adelante
70,1007,43,adelante
72,1007,43,adelante
74,1007,44,adelante
74,1007,44,adelante
74,1007,44,adelante
75,1007,44,adelante
74,1007,44,adelante
74,1007,45,adelante
73,1006,45,adelante
71,1007,45,adelante
76,45,45,parar
76,45,1002,izq_fuerte
76,45,1001,izq_fuerte
75,45,1001,izq_fuerte
74,45,1001,izq_fuerte
70,45,1001,izq_fuerte
71,45,998,izq_fuerte
71,45,998,izq_fuerte
69,1006,44,adelante
66,1003,44,adelante
66,1001,45,adelante
66,1003,44,adelante
66,1006,45,adelante
66,1005,45,adelante
66,1006,45,adelante
71,1007,45,adelante
74,1006,45,adelante
72,1007,45,adelante
72,1005,45,adelante
71,1005,45,adelante
72,1006,44,adelante
73,1007,44,adelante
72,1006,45,adelante
75,45,45,parar
74,45,45,parar
954,45,45,der_fuerte
955,45,45,der_fuerte
73,45,44,parar
73,45,45,parar
73,1007,45,adelante
73,1008,45,adelante
72,1007,45,adelante
71,1008,44,adelante
72,1008,45,adelante
73,1007,44,adelante
74,1005,45,adelante
74,1008,44,adelante
74,1007,45,adelante
73,1007,45,adelante
73,1008,45,adelante
73,1007,45,adelante
73,1007,45,adelante
73,1008,45,adelante
73,1008,45,adelante
73,1008,45,adelante
72,1007,45,adelante
73,1007,45,adelante
72,1006,44,adelante
72,1007,45,adelante
72,1004,44,adelante
72,1005,45,adelante
954,1006,44,der
953,1006,44,der
953,1006,44,der
954,45,44,der_fuerte
954,44,44,der_fuerte
954,45,45,der_fuerte
955,45,45,der_fuerte
955,1008,45,der
954,1008,44,der
71,1007,44,adelante
73,1008,45,adelante
71,1008,45,adelante
955,1008,44,der
955,45,44,der_fuerte
955,45,44,der_fuerte
955,45,44,der_fuerte
955,1008,45,der
73,1007,45,adelante
73,1007,44,adelante
71,1008,45,adelante
69,1007,44,adelante
68,1008,45,adelante
68,1007,44,adelante
69,1007,45,adelante
69,1007,44,adelante
69,1008,45,adelante
68,1007,45,adelante
69,1007,45,adelante
69,1007,45,adelante
69,1007,45,adelante
69,1008,45,adelante
69,1008,44,adelante
70,1008,45,adelante
71,1008,44,adelante
73,1008,45,adelante
73,1007,45,adelante
74,1008,45,adelante
78,1008,44,adelante
79,1008,44,adelante
79,1008,45,adelante
79,1007,44,adelante
76,1007,44,adelante
75,1007,45,adelante
79,1007,44,adelante
79,1007,45,adelante
79,1008,45,adelante
78,1008,45,adelante
78,1008,45,adelante
78,1008,45,adelante
77,1008,44,adelante
77,1008,44,adelante
76,1008,44,adelante
76,1008,45,adelante
76,45,44,parar
955,45,44,der_fuerte
955,45,44,der_fuerte
68,1008,45,adelante
67,45,45,parar
67,1007,44,adelante
66,1007,45,adelante
66,1008,45,adelante
66,1008,45,adelante
66,1008,45,adelante
66,1008,45,adelante
66,1008,45,adelante
115,1008,44,adelante
102,1008,45,adelante
101,1008,44,adelante
89,1008,44,adelante
137,1008,45,adelante
101,1008,45,adelante
57,1008,44,adelante
65,1007,45,adelante
62,1007,44,adelante
63,1008,45,adelante
56,1008,45,adelante
61,1007,45,adelante
67,1008,45,adelante
64,1008,44,adelante
60,1007,44,adelante
56,1008,45,adelante
54,1008,45,adelante
55,1008,45,adelante
53,1008,45,adelante
52,1008,45,adelante
49,1008,45,adelante
49,1008,45,adelante
49,1008,45,adelante
50,1008,44,adelante
52,1008,44,adelante
55,1008,45,adelante
54,1008,45,adelante
56,1008,45,adelante
52,1008,45,adelante
51,1008,45,adelante
55,1008,44,adelante
56,1008,45,adelante
55,1008,44,adelante
53,1009,1002,izq
55,1008,1002,izq
54,1008,1002,izq
54,1008,1002,izq
54,1008,1003,izq
53,1008,1002,izq
53,1008,45,adelante
52,1008,44,adelante
53,1008,45,adelante
52,1007,45,adelante
53,1008,45,adelante
52,1008,45,adelante
52,1008,45,adelante
53,1008,45,adelante
49,1008,45,adelante
120,1008,44,adelante
127,45,44,parar
121,1008,45,adelante
83,1008,44,adelante
73,1008,44,adelante
76,1008,45,adelante
89,1008,44,adelante
84,1008,45,adelante
966,45,45,der_fuerte
965,45,45,der_fuerte
966,45,45,der_fuerte
974,1008,44,der
974,45,45,der_fuerte
973,45,45,der_fuerte
974,1008,44,der
974,1008,44,der
974,45,45,der_fuerte
973,45,45,der_fuerte
974,1008,44,der
974,1008,44,der
974,1008,44,der
974,1008,45,der
974,1008,44,der
973,1008,44,der
974,1008,44,der
974,1008,44,der
88,1008,44,adelante
87,1008,45,adelante
88,1008,45,adelante
86,1008,44,adelante
87,1008,44,adelante
86,1008,44,adelante
85,1008,44,adelante
84,1008,44,adelante
84,1008,44,adelante
84,1008,44,adelante
83,1008,44,adelante
83,1008,44,adelante
85,1008,45,adelante
85,1008,44,adelante
86,1008,44,adelante
86,1008,44,adelante
86,1008,44,adelante
86,1008,45,adelante
87,1008,45,adelante
86,1008,44,adelante
87,1008,44,adelante
86,1007,45,adelante
85,1008,45,adelante
84,1008,45,adelante
84,1008,44,adelante
84,1008,45,adelante
84,1008,44,adelante
84,1008,45,adelante
83,1008,44,adelante
83,1008,45,adelante
83,1008,44,adelante
83,1008,44,adelante
83,1008,44,adelante
83,1008,44,adelante
84,1008,44,adelante
85,1008,44,adelante
87,1008,44,adelante
86,1008,44,adelante
87,1008,44,adelante
86,1008,44,adelante
88,1008,45,adelante
86,1008,45,adelante
86,1008,45,adelante
86,1008,45,adelante
86,1008,44,adelante
86,1008,44,adelante
86,1008,44,adelante
85,1008,44,adelante
84,1008,44,adelante
84,1008,45,adelante
84,1008,44,adelante
84,1008,45,adelante
84,1008,44,adelante
82,1008,44,adelante
83,1008,45,adelante
83,1008,44,adelante
83,1008,44,adelante
84,1008,44,adelante
84,1008,1001,izq
84,1008,1001,izq
85,45,1001,izq_fuerte
83,45,1001,izq_fuerte
85,45,1001,izq_fuerte
90,45,1002,izq_fuerte
89,1008,44,adelante
94,1008,44,adelante
973,1009,44,der
974,1008,44,der
974,1008,44,der
974,1008,44,der
973,45,44,der_fuerte
973,45,45,der_fuerte
973,45,45,der_fuerte
973,45,44,der_fuerte
972,45,44,der_fuerte
973,45,45,der_fuerte
972,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,46,44,der_fuerte
973,45,44,der_fuerte
973,45,45,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,45,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
974,45,44,der_fuerte
973,45,44,der_fuerte
973,45,45,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
974,45,44,der_fuerte
974,45,44,der_fuerte
973,45,44,der_fuerte
974,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,44,der_fuerte
973,45,45,der_fuerte
973,46,44,der_fuerte
973,45,44,der_fuerte
973,45,45,der_fuerte
973,45,44,der_fuerte
973,45,45,der_fuerte
974,45,44,der_fuerte
973,45,44,der_fuerte
973,45,45,der_fuerte
973,45,45,der_fuerte
974,45,44,der_fuerte
974,45,44,der_fuerte
974,1008,44,der
973,1008,44,der
103,1008,44,adelante
102,1008,45,adelante
96,1008,44,adelante
96,1008,45,adelante
96,1009,44,adelante
96,1008,44,adelante
99,1008,45,adelante
100,1008,45,adelante
101,1008,44,adelante
103,1008,45,adelante
95,1008,44,adelante
97,1008,44,adelante
98,1008,44,adelante
98,1008,44,adelante
97,1008,44,adelante
97,1008,44,adelante
97,1008,44,adelante
102,1007,44,adelante
103,1005,44,adelante
99,999,44,adelante
93,997,44,adelante
93,1005,44,adelante
88,1004,44,adelante
101,1003,44,adelante
91,1002,44,adelante
93,45,44,parar
100,45,1001,izq_fuerte
97,45,998,izq_fuerte
100,45,996,izq_fuerte
103,45,996,izq_fuerte
101,45,998,izq_fuerte
106,45,44,parar
95,45,44,parar
78,45,45,parar
80,1007,44,adelante
83,1007,44,adelante
86,1007,44,adelante
87,1008,44,adelante
91,1008,45,adelante
92,1007,44,adelante
96,1007,44,adelante
98,45,44,parar
97,45,44,parar
101,45,44,parar
101,45,45,parar
101,45,1001,izq_fuerte
100,45,997,izq_fuerte
100,45,1000,izq_fuerte
96,45,998,izq_fuerte
93,45,999,izq_fuerte
92,45,999,izq_fuerte
104,45,999,izq_fuerte
105,45,1000,izq_fuerte
106,45,44,parar
98,1007,44,adelante
97,1007,44,adelante
98,1006,44,adelante
100,1007,45,adelante
101,1007,44,adelante
102,1007,44,adelante
102,1006,44,adelante
101,1007,44,adelante
102,1007,44,adelante
104,1007,44,adelante
103,1007,44,adelante
100,1007,44,adelante
98,45,44,parar
101,45,45,parar
100,45,45,parar
99,45,44,parar
95,45,45,parar
90,1007,44,adelante
90,1007,44,adelante
94,1008,45,adelante
96,1008,44,adelante
97,1008,45,adelante
94,1008,45,adelante
93,1008,45,adelante
94,1008,45,adelante
94,1007,44,adelante
94,1008,44,adelante
95,1008,44,adelante
97,1008,45,adelante
96,1008,44,adelante
98,1007,44,adelante
98,1008,45,adelante
99,1007,44,adelante
105,1008,44,adelante
107,1008,44,adelante
105,1008,44,adelante
105,1008,44,adelante
105,1008,44,adelante
106,1008,44,adelante
105,1008,44,adelante
106,1008,44,adelante
106,1008,44,adelante
106,1008,45,adelante
105,1008,44,adelante
106,1008,45,adelante
106,1008,44,adelante
108,1008,44,adelante
107,1008,45,adelante
105,1008,45,adelante
102,1008,45,adelante
102,1008,44,adelante
103,1008,45,adelante
104,1008,44,adelante
104,1008,45,adelante
105,1008,44,adelante
106,1008,44,adelante
105,1008,44,adelante
106,1008,44,adelante
116,1008,44,adelante
122,104,1008,izq_fuerte
104,1008,44,adelante
104,1008,44,adelante
104,1009,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1009,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1009,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1009,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1009,45,adelante
104,1009,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
105,1008,45,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1009,44,adelante
104,1008,44,adelante
105,1008,44,adelante
105,45,44,parar
106,45,45,parar
106,45,44,parar
106,45,45,parar
106,45,1001,izq_fuerte
105,45,1002,izq_fuerte
105,45,1002,izq_fuerte
106,45,1001,izq_fuerte
107,45,1002,izq_fuerte
105,45,44,parar
105,1009,44,adelante
105,1008,44,adelante
105,1009,44,adelante
104,1009,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1009,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1009,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,45,adelante
104,1009,44,adelante
104,45,44,parar
104,45,1001,izq_fuerte
104,45,45,parar
104,1008,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1009,44,adelante
104,1009,44,adelante
104,1008,44,adelante
104,1008,44,adelante
104,1008,45,adelante
103,1009,44,adelante
103,1009,44,adelante
104,1009,44,adelante
104,1008,44,adelante
104,46,45,parar
103,45,44,parar
104,45,1001,izq_fuerte
103,45,1001,izq_fuerte
103,45,1001,izq_fuerte
103,45,44,parar
104,45,1001,izq_fuerte
103,45,1001,izq_fuerte
103,46,1001,izq_fuerte
103,45,1001,izq_fuerte
103,45,1001,izq_fuerte
103,45,1001,izq_fuerte
103,45,1002,izq_fuerte
103,45,1001,izq_fuerte
103,45,44,parar
104,45,1001,izq_fuerte
103,45,1002,izq_fuerte
103,45,1002,izq_fuerte
103,45,44,parar
102,45,44,parar
103,45,1001,izq_fuerte
103,45,44,parar
103,45,44,parar
103,45,44,parar
103,45,44,parar
103,45,45,parar
103,45,44,parar
103,45,45,parar
103,45,45,parar
103,45,44,parar
103,45,45,parar
103,45,1002,izq_fuerte
103,45,44,parar
103,45,44,parar
103,45,44,parar
103,46,44,parar
103,45,45,parar
103,45,44,parar
103,45,44,parar
103,45,1001,izq_fuerte
102,45,1002,izq_fuerte
102,45,44,parar
102,45,1001,izq_fuerte
103,45,45,parar
102,45,1001,izq_fuerte
103,45,1002,izq_fuerte
103,45,45,parar
102,45,44,parar
102,45,1001,izq_fuerte
102,45,1001,izq_fuerte
101,45,1002,izq_fuerte
101,45,44,parar
102,45,1001,izq_fuerte
102,45,1001,izq_fuerte
102,1008,44,adelante
101,1008,44,adelante
102,1008,44,adelante
101,1009,44,adelante
100,1008,44,adelante
101,45,44,parar
101,46,44,parar
102,45,44,parar
102,45,45,parar
103,45,1001,izq_fuerte
102,45,44,parar
103,45,1001,izq_fuerte
102,45,1001,izq_fuerte
102,45,45,parar
101,1009,44,adelante
101,1008,44,adelante
102,1008,44,adelante
102,1008,45,adelante
102,1008,44,adelante
101,1009,44,adelante
101,1008,44,adelante
101,1008,45,adelante
101,1008,44,adelante
101,1008,44,adelante
101,1008,44,adelante
101,1008,45,adelante
100,1008,44,adelante
101,45,44,parar
100,45,44,parar
100,45,44,parar
102,46,1001,izq_fuerte
100,45,1002,izq_fuerte
100,45,44,parar
100,45,1001,izq_fuerte
100,45,1001,izq_fuerte
100,45,1002,izq_fuerte
100,45,1001,izq_fuerte
100,45,1002,izq_fuerte
100,45,1001,izq_fuerte
100,45,1001,izq_fuerte
100,45,1002,izq_fuerte
99,45,1002,izq_fuerte
99,45,45,parar
100,45,45,parar
100,45,1001,izq_fuerte
100,45,1001,izq_fuerte
100,45,1001,izq_fuerte
100,45,45,parar
99,45,44,parar
99,45,45,parar
100,45,45,parar
99,45,1002,izq_fuerte
99,45,1001,izq_fuerte
100,45,44,parar
99,1008,44,adelante
99,1009,45,adelante
99,1008,44,adelante
99,1008,44,adelante
99,1008,44,adelante
99,1008,44,adelante
98,1008,44,adelante
99,45,44,parar
975,45,44,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
99,1008,44,adelante
99,1008,45,adelante
99,1008,44,adelante
99,1008,45,adelante
98,1008,44,adelante
99,1008,44,adelante
98,1008,44,adelante
99,45,44,parar
99,45,45,parar
99,45,44,parar
99,1008,45,adelante
98,1009,44,adelante
98,1008,44,adelante
98,1008,44,adelante
98,45,45,parar
975,45,44,der_fuerte
975,45,44,der_fuerte
98,1008,44,adelante
98,1009,44,adelante
98,1008,44,adelante
975,45,44,der_fuerte
975,45,44,der_fuerte
98,1009,45,adelante
98,1008,44,adelante
98,1008,44,adelante
98,1009,45,adelante
98,1008,44,adelante
98,1008,44,adelante
97,1008,45,adelante
97,1008,44,adelante
98,1008,44,adelante
98,1008,44,adelante
98,1008,44,adelante
975,45,44,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
976,45,44,der_fuerte
976,1009,44,der
975,1009,44,der
975,45,44,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
975,45,45,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
975,45,44,der_fuerte
974,45,44,der_fuerte
974,45,45,der_fuerte
975,45,45,der_fuerte
974,45,45,der_fuerte
974,45,44,der_fuerte
974,45,45,der_fuerte
975,45,45,der_fuerte
974,45,45,der_fuerte
974,45,44,der_fuerte
974,45,45,der_fuerte
975,45,45,der_fuerte
974,45,44,der_fuerte
974,45,45,der_fuerte
974,46,44,der_fuerte
975,45,45,der_fuerte
975,45,44,der_fuerte
975,45,45,der_fuerte
974,45,45,der_fuerte
974,45,45,der_fuerte
974,45,45,der_fuerte
975,1009,44,der
104,1008,43,adelante
105,1008,44,adelante
106,1008,44,adelante
104,1008,44,adelante
103,1008,44,adelante
102,1008,44,adelante
101,1008,44,adelante
101,1008,44,adelante
101,1008,44,adelante
101,1008,44,adelante
101,1009,45,adelante
101,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,45,adelante
99,1008,44,adelante
98,1008,44,adelante
99,1008,45,adelante
99,1008,44,adelante
99,1008,45,adelante
99,1008,45,adelante
100,45,45,parar
99,1008,45,adelante
99,1008,44,adelante
99,1008,45,adelante
99,1008,44,adelante
99,1008,44,adelante
99,1008,44,adelante
99,1008,45,adelante
98,1008,44,adelante
97,1008,45,adelante
97,46,45,parar
97,1008,45,adelante
97,1008,45,adelante
97,1008,45,adelante
97,1008,44,adelante
97,1008,45,adelante
97,1008,44,adelante
97,1008,45,adelante
97,1008,45,adelante
97,1008,45,adelante
98,1008,45,adelante
100,1008,45,adelante
100,1008,45,adelante
100,1008,44,adelante
98,46,45,parar
102,46,45,parar
102,45,45,parar
102,1008,45,adelante
104,1008,44,adelante
104,1008,44,adelante
103,1008,44,adelante
102,1008,44,adelante
102,1008,44,adelante
102,1008,45,adelante
101,1008,45,adelante
102,1008,45,adelante
102,1008,45,adelante
102,1008,44,adelante
101,1008,45,adelante
101,1008,45,adelante
101,1008,45,adelante
101,1008,44,adelante
100,1008,44,adelante
99,1008,45,adelante
99,1008,44,adelante
100,1008,44,adelante
99,1009,44,adelante
99,1007,44,adelante
100,1008,44,adelante
102,1008,44,adelante
102,1008,44,adelante
103,1008,44,adelante
102,1008,44,adelante
102,1008,44,adelante
103,1008,45,adelante
103,1008,45,adelante
102,1008,44,adelante
103,1008,45,adelante
104,1008,45,adelante
104,1008,45,adelante
104,1008,45,adelante
104,1008,45,adelante
106,1008,45,adelante
105,1008,45,adelante
103,1008,45,adelante
102,1008,44,adelante
99,1008,45,adelante
97,1008,45,adelante
98,1008,45,adelante
98,1008,44,adelante
101,1008,44,adelante
104,1008,45,adelante
105,1008,44,adelante
104,1008,44,adelante
103,1008,45,adelante
103,1008,45,adelante
102,1008,45,adelante
103,1008,44,adelante
107,1008,45,adelante
106,1008,45,adelante
103,1008,44,adelante
102,1008,45,adelante
101,1008,45,adelante
103,1008,44,adelante
102,1008,44,adelante
101,1009,45,adelante
100,1008,44,adelante
101,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
101,1008,44,adelante
100,1008,44,adelante
103,1008,44,adelante
102,1008,44,adelante
101,1008,44,adelante
100,1008,44,adelante
103,1008,44,adelante
104,1008,44,adelante
102,1008,44,adelante
102,1008,44,adelante
102,1008,44,adelante
102,1008,44,adelante
102,1008,45,adelante
102,1008,45,adelante
103,1008,44,adelante
102,1008,45,adelante
102,1008,44,adelante
102,1008,44,adelante
101,1008,44,adelante
101,1008,45,adelante
101,1008,44,adelante
101,1008,44,adelante
101,1008,45,adelante
101,1008,45,adelante
101,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
99,1008,45,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,45,adelante
100,1008,45,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
101,1008,45,adelante
102,1008,44,adelante
103,1008,45,adelante
103,1008,44,adelante
103,1008,44,adelante
103,1008,44,adelante
103,1008,44,adelante
103,1008,44,adelante
103,1008,44,adelante
102,1008,44,adelante
103,1008,45,adelante
102,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
102,1008,45,adelante
103,1008,45,adelante
103,1008,44,adelante
102,1008,45,adelante
101,1008,44,adelante
101,1008,44,adelante
101,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
101,1009,45,adelante
101,1008,44,adelante
100,1008,45,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1008,44,adelante
100,1007,44,adelante
100,1008,44,adelante
99,1008,44,adelante
99,1008,44,adelante
99,1008,44,adelante
100,1008,44,adelante
100,1008,45,adelante
99,1008,45,adelante
99,1008,44,adelante
99,1008,44,adelante
99,1008,44,adelante
99,1008,45,adelante
98,1008,44,adelante
97,1008,45,adelante
98,1008,43,adelante
98,1008,44,adelante
97,1008,44,adelante
98,1008,44,adelante
98,1008,44,adelante
98,1008,44,adelante
98,1008,44,adelante
98,1008,44,adelante
98,1008,44,adelante
99,1008,44,adelante
99,1008,44,adelante
99,1008,45,adelante
98,1008,45,adelante
98,1008,44,adelante
98,1008,45,adelante
98,1008,44,adelante
98,1008,45,adelante
98,1008,44,adelante
98,1008,44,adelante
98,1008,45,adelante
98,1008,44,adelante
98,1008,44,adelante
98,1008,44,adelante
97,1008,44,adelante
97,1008,45,adelante
97,1008,44,adelante
97,1008,44,adelante
97,1008,1008,izq
107,1008,44,adelante
107,1008,44,adelante
105,1008,45,adelante
107,1008,44,adelante
107,1008,44,adelante
109,1008,45,adelante
109,1008,44,adelante
109,46,45,parar
109,45,1001,izq_fuerte
110,45,45,parar
109,45,45,parar
109,45,1002,izq_fuerte
109,45,1001,izq_fuerte
